exercise_name,group,current_involvement,reviewed_involvement,status,reviewer,reviewed_date,changes_made,notes
Walking Dumbbell Lunge,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; added calves:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added shins:0.2; added forearms:0.2,"Loaded lunge mapping uses the reviewed lunge profile plus implement stabilization: quads remain primary, glutes/adductors major, hamstrings/calves assist, trunk braces, shins trace ankle control, and forearms or traps hold the load depending on implement."
Dumbbell Reverse Lunge,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; added calves:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added shins:0.2; added forearms:0.2,"Loaded lunge mapping uses the reviewed lunge profile plus implement stabilization: quads remain primary, glutes/adductors major, hamstrings/calves assist, trunk braces, shins trace ankle control, and forearms or traps hold the load depending on implement."
Dumbbell Romanian Deadlift,legs,"hamstrings:1.0, glutes:1.0, lowerBack:0.7, forearms:0.4","hamstrings:primary, gluteMax:secondary, lowerBack:secondary, forearms:secondary, abs:secondary, obliques:stabilizer, traps:stabilizer, lats:stabilizer, adductors:stabilizer, calves:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; added abs:0.4; added obliques:0.2; added traps:0.2; added lats:0.2; added adductors:0.2; added calves:0.2,"RDL/stiff-leg hinge mapping uses ExRx straight-leg deadlift and RDL EMG evidence: hamstrings are the prime hip extensor under stretch, glutes and spinal erectors contribute strongly, grip and shoulder-girdle muscles hold the implement, and trunk/calf/adductor activity stabilizes stance. Dumbbells preserve the same hinge anatomy and add bilateral grip demand."
Dumbbell Lateral Squat,legs,"quads:1.0, glutes:1.0, adductors:0.7, hamstrings:0.4","quads:primary, adductors:primary, gluteMax:secondary, gluteMed:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:secondary, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted adductors 0.7->1.0; added calves:0.4; added abs:0.4; added obliques:0.4; added lowerBack:0.2; added shins:0.2; added forearms:0.2,"Lateral lunge/Cossack mapping uses lunge plus lateral-step-up/monopodal-squat evidence: quads and adductors are primary, glutes major, hamstrings/calves assist, and obliques/lowerBack/shins stabilize frontal-plane control. Dumbbell loading adds trace grip demand."
Dumbbell Snatch,legs,"glutes:1.0, hamstrings:1.0, deltoids:0.7, quads:0.7, traps:0.4, lowerBack:0.4, forearms:0.4","gluteMax:primary, gluteMed:secondary, hamstrings:secondary, quads:secondary, deltoids:secondary, traps:secondary, lowerBack:secondary, forearms:secondary, calves:secondary, abs:secondary, obliques:secondary, serratus:stabilizer, lats:stabilizer, triceps:stabilizer",done,Codex,2026-06-27,reweighted hamstrings 1.0->0.7; added calves:0.4; added abs:0.4; added obliques:0.4; added serratus:0.2; added lats:0.2; added triceps:0.2,"Snatch mapping follows Olympic-pull mechanics with overhead stabilization: glutes/quads drive triple extension, hamstrings/lowerBack assist, traps/calf complex and grip support the pull, while deltoids, serratus, lats, triceps, abs, and obliques stabilize the overhead catch. Dumbbell unilateral variation adds stronger oblique bracing while reducing full-bar shoulder-girdle loading."
Dumbbell Split Squat,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:secondary, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; added calves:0.4; added abs:0.4; added obliques:0.4; added lowerBack:0.2; added shins:0.2; added forearms:0.2,"Split-squat/Bulgarian mapping uses lunge and monopodal-squat EMG evidence: quads are primary, glutes/adductors major, hamstrings/calves assist, and abs/obliques/lowerBack/shins stabilize the unilateral stance and balance."
Dumbbell Sumo Deadlift,legs,"glutes:1.0, adductors:1.0, quads:0.7, hamstrings:0.7, lowerBack:0.4","gluteMax:primary, adductors:primary, quads:secondary, lowerBack:secondary, forearms:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:stabilizer, traps:stabilizer, lats:stabilizer",done,Codex,2026-06-27,reweighted hamstrings 0.7->0.4; reweighted lowerBack 0.4->0.7; added forearms:0.7; added calves:0.4; added abs:0.4; added obliques:0.2; added traps:0.2; added lats:0.2,"Sumo deadlift mapping uses the deadlift profile with wide-stance mechanics: glutes and adductors are emphasized, quadriceps assist from the deeper knee angle, hamstrings are secondary, and grip, trunk, lats/traps, and calf complex stabilize the pull. Dumbbell loading keeps the same lower-body pattern with lighter shoulder-girdle stabilization."
Dumbbell Thruster,legs,"quads:1.0, glutes:1.0, deltoids:0.7, triceps:0.4, abs:0.4","quads:primary, gluteMax:secondary, deltoids:secondary, triceps:secondary, hamstrings:secondary, adductors:secondary, calves:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, pectorals:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; added hamstrings:0.4; added adductors:0.4; added calves:0.4; added serratus:0.4; added obliques:0.2; added lowerBack:0.2; added pectorals:0.2; added shins:0.2,"Thruster/wall-ball/squat-to-press mapping combines reviewed squat and overhead-press rules, adding serratus/trunk and upper-body press stabilizers to the lower-body base."
Banded Ankle Dorsiflexion,legs,shins:1.0,shins:primary,done,Codex,2026-06-27,no mapping change; reviewed and confirmed,Calf/tibialis isolation mapping keeps plantarflexion as calves-only and dorsiflexion/tibialis raises as shins-only in the app vocabulary.
Banded Ankle Plantar Flexion,legs,calves:1.0,calves:primary,done,Codex,2026-06-27,no mapping change; reviewed and confirmed,Calf/tibialis isolation mapping keeps plantarflexion as calves-only and dorsiflexion/tibialis raises as shins-only in the app vocabulary.
Falling Countermovement Jump,legs,"quads:1.0, glutes:1.0, calves:0.7, hamstrings:0.7, adductors:0.4, abs:0.2","quads:primary, gluteMax:secondary, calves:secondary, hamstrings:secondary, adductors:secondary, abs:secondary, obliques:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted abs 0.2->0.4; added obliques:0.2; added shins:0.2,"Jump/landing mapping uses countermovement-jump and squat mechanics: quads drive takeoff/landing, glutes and calves are major, hamstrings/adductors/trunk/shins stabilize landing and propulsion."
Fire Hydrant,legs,"glutes:1.0, adductors:0.4","gluteMed:primary, abs:stabilizer, obliques:stabilizer, hipFlexors:stabilizer",done,Codex,2026-06-27,removed adductors; added abs:0.2; added obliques:0.2; added hipFlexors:0.2,Hip abduction/adduction mapping follows hip action anatomy: glutes represent glute med/min abductors; adductors represent medial-thigh adduction; trunk muscles stabilize standing or side-lying positions.
Barbell Front Squat,legs,"quads:1.0, glutes:0.7, lowerBack:0.4, abs:0.4","quads:primary, gluteMax:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, lowerBack:secondary, abs:secondary, obliques:stabilizer, deltoids:stabilizer, pectorals:stabilizer, traps:stabilizer, serratus:stabilizer, shins:stabilizer",done,Codex,2026-06-27,added adductors:0.7; added hamstrings:0.4; added calves:0.4; added obliques:0.2; added deltoids:0.2; added pectorals:0.2; added traps:0.2; added serratus:0.2; added shins:0.2,Front-loaded squat inference from ExRx front squat: quadriceps target; gluteus maximus/adductor magnus/soleus synergists; hamstrings/gastrocnemius dynamic stabilizers; trunk brace and rack/shoulder-girdle stabilizers scaled down to app muscles. Added shins:0.2 because tibialis anterior controls dorsiflexion/ankle position near deep knee flexion.
Barbell Glute Bridge,legs,"glutes:1.0, hamstrings:0.4","gluteMax:primary, hamstrings:secondary, abs:stabilizer, lowerBack:stabilizer",done,Codex,2026-06-27,added abs:0.2; added lowerBack:0.2,"Hip-thrust/bridge review from ExRx hip thrust and hip-thrust EMG literature: glutes are the prime mover, hamstrings assist less than in hinges because the knee is flexed, quadriceps and lowerBack contribute trace stabilization, and abs brace the pelvis."
Machine Glute Drive,legs,"glutes:1.0, hamstrings:0.7, quads:0.4","gluteMax:primary, hamstrings:secondary, quads:stabilizer, abs:stabilizer, lowerBack:stabilizer",done,Codex,2026-06-27,reweighted hamstrings 0.7->0.4; reweighted quads 0.4->0.2; added abs:0.2; added lowerBack:0.2,"Hip-thrust/bridge review from ExRx hip thrust and hip-thrust EMG literature: glutes are the prime mover, hamstrings assist less than in hinges because the knee is flexed, quadriceps and lowerBack contribute trace stabilization, and abs brace the pelvis. Machine setup reduces balance demand but preserves glute-primary hip extension."
Machine Glute Kickback,legs,"glutes:1.0, hamstrings:0.4","gluteMax:primary, hamstrings:secondary, lowerBack:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added lowerBack:0.2; added abs:0.2,"Hip-extension/kickback mapping keeps glutes primary, hamstrings assisting hip extension, and lowerBack/abs stabilizing pelvis."
Dumbbell Goblet Reverse Lunge,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4, calves:0.4, abs:0.2","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; reweighted abs 0.2->0.4; added obliques:0.2; added lowerBack:0.2; added shins:0.2; added forearms:0.2,"Loaded lunge mapping uses the reviewed lunge profile plus implement stabilization: quads remain primary, glutes/adductors major, hamstrings/calves assist, trunk braces, shins trace ankle control, and forearms or traps hold the load depending on implement."
Dumbbell Goblet Reverse Lunge with Knee Raise,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, hipFlexors:0.7, adductors:0.4, calves:0.4, abs:0.2","quads:primary, gluteMax:secondary, gluteMed:secondary, hipFlexors:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:secondary, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; reweighted abs 0.2->0.4; added obliques:0.4; added lowerBack:0.2; added shins:0.2; added forearms:0.2,"Knee-raise lunge mapping combines the reviewed lunge pattern with active hip flexion during the drive phase, so hipFlexors remain major along with unilateral trunk and stance stabilizers."
Dumbbell Goblet Split Squat,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4, calves:0.4, abs:0.2","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:secondary, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; reweighted abs 0.2->0.4; added obliques:0.4; added lowerBack:0.2; added shins:0.2; added forearms:0.2,"Split-squat/Bulgarian mapping uses lunge and monopodal-squat EMG evidence: quads are primary, glutes/adductors major, hamstrings/calves assist, and abs/obliques/lowerBack/shins stabilize the unilateral stance and balance."
Dumbbell Goblet Squat to Press,legs,"quads:1.0, glutes:1.0, deltoids:0.7, hamstrings:0.7, triceps:0.4, abs:0.4, calves:0.2, adductors:0.2","quads:primary, gluteMax:secondary, deltoids:secondary, triceps:secondary, hamstrings:secondary, adductors:secondary, calves:secondary, serratus:secondary, abs:secondary, pectorals:stabilizer, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted calves 0.2->0.4; reweighted adductors 0.2->0.4; added serratus:0.4; added pectorals:0.2; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Squat-to-press mapping combines the reviewed squat family and overhead press: quads remain primary, glutes major, hamstrings/adductors/calves assist the squat, while deltoids/triceps/serratus handle the press and trunk braces."
Barbell Good Morning,legs,"hamstrings:1.0, lowerBack:1.0, glutes:0.7","hamstrings:primary, lowerBack:secondary, gluteMax:secondary, abs:secondary, obliques:stabilizer, traps:stabilizer, calves:stabilizer",done,Codex,2026-06-27,reweighted lowerBack 1.0->0.7; added abs:0.4; added obliques:0.2; added traps:0.2; added calves:0.2,"Good morning mapping is inferred from the reviewed straight-leg/RDL hinge: hamstrings are primary under hip flexion, glutes and spinal erectors assist, the trunk braces, calves stabilize standing posture, and traps hold the bar position."
Machine Hack Squat,legs,"quads:1.0, glutes:0.4","quads:primary, gluteMax:secondary, adductors:secondary, hamstrings:stabilizer, calves:secondary, shins:stabilizer",done,Codex,2026-06-27,added adductors:0.4; added hamstrings:0.2; added calves:0.4; added shins:0.2,"Hack/pendulum machine squat inferred from squat and leg-press sources: quadriceps primary, glutes/adductors/calf complex assist, hamstrings dynamic stabilizer, tibialis anterior trace near deep knee flexion; trunk demand reduced by machine support."
Dynamic Straight-Leg Kick,legs,"hamstrings:1.0, glutes:0.4, calves:0.4","hamstrings:primary, calves:secondary, gluteMax:stabilizer",done,Codex,2026-06-27,reweighted glutes 0.4->0.2,"Leg curl mapping keeps hamstrings primary for knee flexion, with gastrocnemius/calf complex assisting knee flexion and glutes stabilizing hip position."
High-Knee Jump,legs,"hipFlexors:1.0, quads:1.0, calves:0.7, abs:0.4","hipFlexors:primary, abs:secondary, quads:secondary, calves:secondary, gluteMax:secondary, obliques:stabilizer",done,Codex,2026-07-19,reweighted quads 1.0->0.7; added glutes:0.4; added obliques:0.2,"Jump/conditioning mapping combines reviewed squat/jump mechanics: quads primary, glutes/calves major, hamstrings/adductors/trunk/shins assist landing and propulsion."
High-Knee Skip,legs,"hipFlexors:1.0, calves:1.0, quads:0.7, glutes:0.4, hamstrings:0.4, abs:0.2","hipFlexors:primary, calves:secondary, quads:secondary, gluteMax:secondary, hamstrings:secondary, abs:secondary, obliques:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted calves 1.0->0.7; reweighted abs 0.2->0.4; added obliques:0.2; added shins:0.2,"Jump/landing mapping uses countermovement-jump and squat mechanics: quads drive takeoff/landing, glutes and calves are major, hamstrings/adductors/trunk/shins stabilize landing and propulsion."
High Knees,legs,"hipFlexors:1.0, quads:0.7, calves:0.7, abs:0.4","hipFlexors:primary, abs:secondary, quads:secondary, calves:secondary, gluteMax:secondary, obliques:stabilizer",done,Codex,2026-07-19,added glutes:0.4; added obliques:0.2,"Jump/conditioning mapping combines reviewed squat/jump mechanics: quads primary, glutes/calves major, hamstrings/adductors/trunk/shins assist landing and propulsion."
